"","X","SubjectID","ExperimentName","Session","Age","Handedness","Sex","CRESP","List2","PairCode","Sound1","Sound2","PWType","WordType","zMFCC","Condition","RESP","Trial","RT","ACC","SyllPos","TrialType","c_Trial"
"582",582,"Base_Test1_214","Test1",2,27,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,1.35174727276499,"Familiar",5,22,4007,0,"Final","Word vs FW",-6.58095545513234
"583",583,"Base_Test1_214","Test1",2,27,"right","female","5","4","Word vs PW","dotitu.wav","padoti.wav",2,4,NA,"Familiar",5,23,1240,1,NA,"Word vs PW",-5.58095545513234
"584",584,"Base_Test1_214","Test1",2,27,"right","female","1","49","PW vs Fin FW","labupa.wav","golati.wav",2,1,0.296611514613159,"Familiar",5,24,1035,0,"Final","PW vs FW",-4.58095545513234
"585",585,"Base_Test1_214","Test1",2,27,"right","female","1","15","Word vs In FW","tupiro.wav","papiro.wav",NA,3,1.07074586855259,"Familiar",1,25,2206,1,"Initial","Word vs FW",-3.58095545513234
"586",586,"Base_Test1_214","Test1",2,27,"right","female","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.291753243007115,"Familiar",1,26,1325,1,"Medial","Word vs FW",-2.58095545513234
"587",587,"Base_Test1_214","Test1",2,27,"right","female","1","6","Word vs PW","bidaku.wav","bubida.wav",1,2,NA,"Familiar",1,27,1246,1,NA,"Word vs PW",-1.58095545513234
"588",588,"Base_Test1_214","Test1",2,27,"right","female","5","54","PW vs Fin FW","bidabu.wav","robida.wav",1,2,-1.34526988854491,"Familiar",5,28,3263,1,"Final","PW vs FW",-0.580955455132344
"589",589,"Base_Test1_214","Test1",2,27,"right","female","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.60739314711274,"Familiar",1,29,977,0,"Medial","Word vs FW",0.419044544867656
"590",590,"Base_Test1_214","Test1",2,27,"right","female","5","3","Word vs PW","piropa.wav","tupiro.wav",2,3,NA,"Familiar",1,30,3335,0,NA,"Word vs PW",1.41904454486766
"591",591,"Base_Test1_214","Test1",2,27,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.34526988854491,"Familiar",1,31,1015,1,"Final","Word vs FW",2.41904454486766
"592",592,"Base_Test1_214","Test1",2,27,"right","female","1","52","PW vs Fin FW","dotigo.wav","padobu.wav",2,4,0.296611514613159,"Familiar",1,32,1952,1,"Final","PW vs FW",3.41904454486766
"593",593,"Base_Test1_214","Test1",2,27,"right","female","1","51","PW vs Fin FW","pirogo.wav","tupiti.wav",2,3,1.35174727276499,"Familiar",1,33,1477,1,"Final","PW vs FW",4.41904454486766
"594",594,"Base_Test1_214","Test1",2,27,"right","female","1","7","Word vs PW","tupiro.wav","titupi.wav",1,3,NA,"Familiar",1,34,1092,1,NA,"Word vs PW",5.41904454486766
"595",595,"Base_Test1_214","Test1",2,27,"right","female","5","12","Word vs In FW","godoti.wav","padoti.wav",NA,4,-0.355968481618047,"Familiar",5,35,1131,1,"Initial","Word vs FW",6.41904454486766
"596",596,"Base_Test1_214","Test1",2,27,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.296611514613159,"Familiar",5,36,1762,1,"Final","Word vs FW",7.41904454486766
"597",597,"Base_Test1_214","Test1",2,27,"right","female","5","11","Word vs In FW","gopiro.wav","tupiro.wav",NA,3,-0.275458580478951,"Familiar",1,37,1178,0,"Initial","Word vs FW",8.41904454486766
"598",598,"Base_Test1_214","Test1",2,27,"right","female","1","41","PW vs Med FW","labupa.wav","gopibu.wav",2,1,1.10108532403706,"Familiar",1,38,1406,1,"Medial","PW vs FW",9.41904454486766
"599",599,"Base_Test1_214","Test1",2,27,"right","female","5","45","PW vs Med FW","godabu.wav","kugola.wav",1,1,-1.60739314711274,"Familiar",1,39,1437,0,"Medial","PW vs FW",10.4190445448677
"600",600,"Base_Test1_214","Test1",2,27,"right","female","1","42","PW vs Med FW","dakutu.wav","bilaku.wav",2,2,-1.60739314711274,"Familiar",5,40,3785,0,"Medial","PW vs FW",11.4190445448677
"601",601,"Base_Test1_214","Test1",2,27,"right","female","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,1.10108532403706,"Familiar",5,41,5014,1,"Medial","Word vs FW",12.4190445448677
"602",602,"Base_Test1_214","Test1",2,27,"right","female","1","36","PW vs In FW","dotitu.wav","godoti.wav",2,4,-0.355968481618047,"Familiar",5,42,1470,0,"Initial","PW vs FW",13.4190445448677
"603",603,"Base_Test1_214","Test1",2,27,"right","female","5","10","Word vs In FW","godaku.wav","bidaku.wav",NA,2,0.781961875630439,"Familiar",1,43,949,0,"Initial","Word vs FW",14.4190445448677
"604",604,"Base_Test1_214","Test1",2,27,"right","female","5","47","PW vs Med FW","tudoro.wav","butupi.wav",1,3,0.291753243007115,"Familiar",1,44,1848,0,"Medial","PW vs FW",15.4190445448677
"605",605,"Base_Test1_214","Test1",2,27,"right","female","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,1.14212436080289,"Familiar",1,45,1228,1,"Medial","Word vs FW",16.4190445448677
"606",606,"Base_Test1_214","Test1",2,27,"right","female","1","50","PW vs Fin FW","dakutu.wav","bidaro.wav",2,2,-0.257955755918198,"Familiar",1,46,1034,1,"Final","PW vs FW",17.4190445448677
"607",607,"Base_Test1_214","Test1",2,27,"right","female","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.291753243007115,"Familiar",5,47,1893,1,"Medial","Word vs FW",18.4190445448677
"608",608,"Base_Test1_214","Test1",2,27,"right","female","5","9","Word vs In FW","tulabu.wav","golabu.wav",NA,1,-0.275458580478951,"Familiar",1,48,1612,0,"Initial","Word vs FW",19.4190445448677
"609",609,"Base_Test1_214","Test1",2,27,"right","female","5","38","PW vs In FW","tudaku.wav","bubida.wav",1,2,-0.266109272601177,"Familiar",1,49,1804,0,"Initial","PW vs FW",20.4190445448677
"610",610,"Base_Test1_214","Test1",2,27,"right","female","1","44","PW vs Med FW","dotigo.wav","papiti.wav",2,4,0.291753243007115,"Familiar",1,50,1858,1,"Medial","PW vs FW",21.4190445448677
"611",611,"Base_Test1_214","Test1",2,27,"right","female","1","14","Word vs In FW","bidaku.wav","tudaku.wav",NA,2,-0.266109272601177,"Familiar",1,51,991,1,"Initial","Word vs FW",22.4190445448677
"612",612,"Base_Test1_214","Test1",2,27,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.34526988854491,"Familiar",1,52,2396,1,"Final","Word vs FW",23.4190445448677
"613",613,"Base_Test1_214","Test1",2,27,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,-0.257955755918198,"Familiar",1,53,1690,1,"Final","Word vs FW",24.4190445448677
"614",614,"Base_Test1_214","Test1",2,27,"right","female","1","33","PW vs In FW","labubi.wav","tulabu.wav",2,1,-0.275458580478951,"Familiar",1,54,1428,1,"Initial","PW vs FW",25.4190445448677
"615",615,"Base_Test1_214","Test1",2,27,"right","female","5","56","PW vs Fin FW","padoro.wav","ropado.wav",1,4,1.35174727276499,"Familiar",1,55,2724,0,"Final","PW vs FW",26.4190445448677
"616",616,"Base_Test1_214","Test1",2,27,"right","female","5","46","PW vs Med FW","bipiku.wav","robida.wav",1,2,1.14212436080289,"Familiar",1,56,1661,0,"Medial","PW vs FW",27.4190445448677
"617",617,"Base_Test1_215","Test1",1,19,"right","female","1","24","Word vs Med FW","padoti.wav","padati.wav",NA,4,-1.38984163125101,"Familiar",1,1,2443,1,"Medial","Word vs FW",-27.5809554551323
"618",618,"Base_Test1_215","Test1",1,19,"right","female","1","36","PW vs In FW","dotitu.wav","godoti.wav",2,4,-0.355968481618047,"Familiar",1,2,2224,1,"Initial","PW vs FW",-26.5809554551323
"619",619,"Base_Test1_215","Test1",1,19,"right","female","1","7","Word vs PW","tupiro.wav","titupi.wav",1,3,NA,"Familiar",1,3,1630,1,NA,"Word vs PW",-25.5809554551323
"620",620,"Base_Test1_215","Test1",1,19,"right","female","5","53","PW vs Fin FW","golaku.wav","kugola.wav",1,1,-1.34526988854491,"Familiar",5,4,1396,1,"Final","PW vs FW",-24.5809554551323
"621",621,"Base_Test1_215","Test1",1,19,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,-0.257955755918198,"Familiar",1,5,1377,1,"Final","Word vs FW",-23.5809554551323
"622",622,"Base_Test1_215","Test1",1,19,"right","female","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.291753243007115,"Familiar",1,6,2818,1,"Medial","Word vs FW",-22.5809554551323
"623",623,"Base_Test1_215","Test1",1,19,"right","female","5","17","Word vs Med FW","gopibu.wav","golabu.wav",NA,1,1.10108532403706,"Familiar",5,7,1408,1,"Medial","Word vs FW",-21.5809554551323
"624",624,"Base_Test1_215","Test1",1,19,"right","female","5","46","PW vs Med FW","bipiku.wav","robida.wav",1,2,1.14212436080289,"Familiar",5,8,3076,1,"Medial","PW vs FW",-20.5809554551323
"625",625,"Base_Test1_215","Test1",1,19,"right","female","1","44","PW vs Med FW","dotigo.wav","papiti.wav",2,4,0.291753243007115,"Familiar",1,9,2276,1,"Medial","PW vs FW",-19.5809554551323
"626",626,"Base_Test1_215","Test1",1,19,"right","female","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,1.10108532403706,"Familiar",1,10,1479,0,"Medial","Word vs FW",-18.5809554551323
"627",627,"Base_Test1_215","Test1",1,19,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.296611514613159,"Familiar",5,11,1828,1,"Final","Word vs FW",-17.5809554551323
"628",628,"Base_Test1_215","Test1",1,19,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.34526988854491,"Familiar",5,12,3002,0,"Final","Word vs FW",-16.5809554551323
"629",629,"Base_Test1_215","Test1",1,19,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,1.35174727276499,"Familiar",5,13,1550,0,"Final","Word vs FW",-15.5809554551323
"630",630,"Base_Test1_215","Test1",1,19,"right","female","5","48","PW vs Med FW","padati.wav","ropado.wav",1,4,-1.38984163125101,"Familiar",1,14,2612,0,"Medial","PW vs FW",-14.5809554551323
"631",631,"Base_Test1_215","Test1",1,19,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,1.35174727276499,"Familiar",5,15,1857,1,"Final","Word vs FW",-13.5809554551323
"632",632,"Base_Test1_215","Test1",1,19,"right","female","5","37","PW vs In FW","bilabu.wav","rogola.wav",1,1,0.781961875630439,"Familiar",5,16,1315,1,"Initial","PW vs FW",-12.5809554551323
"633",633,"Base_Test1_215","Test1",1,19,"right","female","1","14","Word vs In FW","bidaku.wav","tudaku.wav",NA,2,-0.266109272601177,"Familiar",1,17,3164,1,"Initial","Word vs FW",-11.5809554551323
"634",634,"Base_Test1_215","Test1",1,19,"right","female","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,1.14212436080289,"Familiar",5,18,1306,0,"Medial","Word vs FW",-10.5809554551323
"635",635,"Base_Test1_215","Test1",1,19,"right","female","1","6","Word vs PW","bidaku.wav","bubida.wav",1,2,NA,"Familiar",1,19,3312,1,NA,"Word vs PW",-9.58095545513234
"636",636,"Base_Test1_215","Test1",1,19,"right","female","5","10","Word vs In FW","godaku.wav","bidaku.wav",NA,2,0.781961875630439,"Familiar",5,20,1484,1,"Initial","Word vs FW",-8.58095545513234
"637",637,"Base_Test1_215","Test1",1,19,"right","female","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.60739314711274,"Familiar",5,21,1860,1,"Medial","Word vs FW",-7.58095545513234
"638",638,"Base_Test1_215","Test1",1,19,"right","female","5","2","Word vs PW","dakugo.wav","bidaku.wav",2,2,NA,"Familiar",1,22,1799,0,NA,"Word vs PW",-6.58095545513234
"639",639,"Base_Test1_215","Test1",1,19,"right","female","5","9","Word vs In FW","tulabu.wav","golabu.wav",NA,1,-0.275458580478951,"Familiar",1,23,5114,0,"Initial","Word vs FW",-5.58095545513234
"640",640,"Base_Test1_215","Test1",1,19,"right","female","1","16","Word vs In FW","padoti.wav","tudoti.wav",NA,4,1.07074586855259,"Familiar",1,24,5387,1,"Initial","Word vs FW",-4.58095545513234
"641",641,"Base_Test1_215","Test1",1,19,"right","female","5","56","PW vs Fin FW","padoro.wav","ropado.wav",1,4,1.35174727276499,"Familiar",1,25,2465,0,"Final","PW vs FW",-3.58095545513234
"642",642,"Base_Test1_215","Test1",1,19,"right","female","1","33","PW vs In FW","labubi.wav","tulabu.wav",2,1,-0.275458580478951,"Familiar",5,26,1203,0,"Initial","PW vs FW",-2.58095545513234
"643",643,"Base_Test1_215","Test1",1,19,"right","female","1","49","PW vs Fin FW","labupa.wav","golati.wav",2,1,0.296611514613159,"Familiar",1,27,1590,1,"Final","PW vs FW",-1.58095545513234
"644",644,"Base_Test1_215","Test1",1,19,"right","female","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.60739314711274,"Familiar",1,28,1894,1,"Medial","Word vs FW",-0.580955455132344
"645",645,"Base_Test1_215","Test1",1,19,"right","female","1","41","PW vs Med FW","labupa.wav","gopibu.wav",2,1,1.10108532403706,"Familiar",1,29,2915,1,"Medial","PW vs FW",0.419044544867656
"646",646,"Base_Test1_215","Test1",1,19,"right","female","5","47","PW vs Med FW","tudoro.wav","butupi.wav",1,3,0.291753243007115,"Familiar",1,30,1524,0,"Medial","PW vs FW",1.41904454486766
"647",647,"Base_Test1_215","Test1",1,19,"right","female","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.291753243007115,"Familiar",5,31,1658,1,"Medial","Word vs FW",2.41904454486766
"648",648,"Base_Test1_215","Test1",1,19,"right","female","5","11","Word vs In FW","gopiro.wav","tupiro.wav",NA,3,-0.275458580478951,"Familiar",5,32,1943,1,"Initial","Word vs FW",3.41904454486766
"649",649,"Base_Test1_215","Test1",1,19,"right","female","1","51","PW vs Fin FW","pirogo.wav","tupiti.wav",2,3,1.35174727276499,"Familiar",5,33,2051,0,"Final","PW vs FW",4.41904454486766
"650",650,"Base_Test1_215","Test1",1,19,"right","female","5","45","PW vs Med FW","godabu.wav","kugola.wav",1,1,-1.60739314711274,"Familiar",5,34,1383,1,"Medial","PW vs FW",5.41904454486766
"651",651,"Base_Test1_215","Test1",1,19,"right","female","1","50","PW vs Fin FW","dakutu.wav","bidaro.wav",2,2,-0.257955755918198,"Familiar",5,35,1615,0,"Final","PW vs FW",6.41904454486766
"652",652,"Base_Test1_215","Test1",1,19,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,-0.257955755918198,"Familiar",1,36,1323,0,"Final","Word vs FW",7.41904454486766
"653",653,"Base_Test1_215","Test1",1,19,"right","female","5","12","Word vs In FW","godoti.wav","padoti.wav",NA,4,-0.355968481618047,"Familiar",1,37,1663,0,"Initial","Word vs FW",8.41904454486766
"654",654,"Base_Test1_215","Test1",1,19,"right","female","5","1","Word vs PW","labubi.wav","golabu.wav",2,1,NA,"Familiar",1,38,3610,0,NA,"Word vs PW",9.41904454486766
"655",655,"Base_Test1_215","Test1",1,19,"right","female","5","3","Word vs PW","piropa.wav","tupiro.wav",2,3,NA,"Familiar",1,39,2373,0,NA,"Word vs PW",10.4190445448677
"656",656,"Base_Test1_215","Test1",1,19,"right","female","1","5","Word vs PW","golabu.wav","rogola.wav",1,1,NA,"Familiar",1,40,3784,1,NA,"Word vs PW",11.4190445448677
"657",657,"Base_Test1_215","Test1",1,19,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.34526988854491,"Familiar",1,41,1517,1,"Final","Word vs FW",12.4190445448677
"658",658,"Base_Test1_215","Test1",1,19,"right","female","5","38","PW vs In FW","tudaku.wav","bubida.wav",1,2,-0.266109272601177,"Familiar",1,42,2764,0,"Initial","PW vs FW",13.4190445448677
"659",659,"Base_Test1_215","Test1",1,19,"right","female","1","34","PW vs In FW","dakugo.wav","godaku.wav",2,2,0.781961875630439,"Familiar",1,43,1850,1,"Initial","PW vs FW",14.4190445448677
"660",660,"Base_Test1_215","Test1",1,19,"right","female","5","4","Word vs PW","dotitu.wav","padoti.wav",2,4,NA,"Familiar",5,44,1490,1,NA,"Word vs PW",15.4190445448677
"661",661,"Base_Test1_215","Test1",1,19,"right","female","5","39","PW vs In FW","papiro.wav","titupi.wav",1,3,1.07074586855259,"Familiar",1,45,2168,0,"Initial","PW vs FW",16.4190445448677
"662",662,"Base_Test1_215","Test1",1,19,"right","female","1","13","Word vs In FW","golabu.wav","bilabu.wav",NA,1,0.781961875630439,"Familiar",1,46,2171,1,"Initial","Word vs FW",17.4190445448677
"663",663,"Base_Test1_215","Test1",1,19,"right","female","5","54","PW vs Fin FW","bidabu.wav","robida.wav",1,2,-1.34526988854491,"Familiar",5,47,4050,1,"Final","PW vs FW",18.4190445448677
"664",664,"Base_Test1_215","Test1",1,19,"right","female","1","15","Word vs In FW","tupiro.wav","papiro.wav",NA,3,1.07074586855259,"Familiar",1,48,2542,1,"Initial","Word vs FW",19.4190445448677
"665",665,"Base_Test1_215","Test1",1,19,"right","female","1","52","PW vs Fin FW","dotigo.wav","padobu.wav",2,4,0.296611514613159,"Familiar",1,49,2731,1,"Final","PW vs FW",20.4190445448677
"666",666,"Base_Test1_215","Test1",1,19,"right","female","1","35","PW vs In FW","piropa.wav","gopiro.wav",2,3,-0.275458580478951,"Familiar",5,50,3465,0,"Initial","PW vs FW",21.4190445448677
"667",667,"Base_Test1_215","Test1",1,19,"right","female","1","43","PW vs Med FW","pirogo.wav","tularo.wav",2,3,1.10108532403706,"Familiar",5,51,1027,0,"Medial","PW vs FW",22.4190445448677
"668",668,"Base_Test1_215","Test1",1,19,"right","female","1","8","Word vs PW","padoti.wav","kupado.wav",1,4,NA,"Familiar",1,52,2439,1,NA,"Word vs PW",23.4190445448677
"669",669,"Base_Test1_215","Test1",1,19,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.296611514613159,"Familiar",1,53,2544,0,"Final","Word vs FW",24.4190445448677
"670",670,"Base_Test1_215","Test1",1,19,"right","female","1","42","PW vs Med FW","dakutu.wav","bilaku.wav",2,2,-1.60739314711274,"Familiar",1,54,2175,1,"Medial","PW vs FW",25.4190445448677
"671",671,"Base_Test1_215","Test1",1,19,"right","female","5","55","PW vs Fin FW","tupiku.wav","butupi.wav",1,3,-0.257955755918198,"Familiar",1,55,1703,0,"Final","PW vs FW",26.4190445448677
"672",672,"Base_Test1_215","Test1",1,19,"right","female","5","40","PW vs In FW","tudoti.wav","kupado.wav",1,4,1.07074586855259,"Familiar",1,56,1233,0,"Initial","PW vs FW",27.4190445448677
"673",673,"Base_Test1_216","Test1",2,21,"right","female","1","8","Word vs PW","padoti.wav","kupado.wav",1,4,NA,"Familiar",1,1,3220,1,NA,"Word vs PW",-27.5809554551323
"674",674,"Base_Test1_216","Test1",2,21,"right","female","1","35","PW vs In FW","piropa.wav","gopiro.wav",2,3,-0.275458580478951,"Familiar",5,2,3203,0,"Initial","PW vs FW",-26.5809554551323
"675",675,"Base_Test1_216","Test1",2,21,"right","female","1","14","Word vs In FW","bidaku.wav","tudaku.wav",NA,2,-0.266109272601177,"Familiar",1,3,1617,1,"Initial","Word vs FW",-25.5809554551323
"676",676,"Base_Test1_216","Test1",2,21,"right","female","1","16","Word vs In FW","padoti.wav","tudoti.wav",NA,4,1.07074586855259,"Familiar",1,4,1278,1,"Initial","Word vs FW",-24.5809554551323
"677",677,"Base_Test1_216","Test1",2,21,"right","female","5","48","PW vs Med FW","padati.wav","ropado.wav",1,4,-1.38984163125101,"Familiar",1,5,1450,0,"Medial","PW vs FW",-23.5809554551323
"678",678,"Base_Test1_216","Test1",2,21,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.296611514613159,"Familiar",5,6,1501,1,"Final","Word vs FW",-22.5809554551323
"679",679,"Base_Test1_216","Test1",2,21,"right","female","1","36","PW vs In FW","dotitu.wav","godoti.wav",2,4,-0.355968481618047,"Familiar",5,7,2785,0,"Initial","PW vs FW",-21.5809554551323
"680",680,"Base_Test1_216","Test1",2,21,"right","female","5","54","PW vs Fin FW","bidabu.wav","robida.wav",1,2,-1.34526988854491,"Familiar",5,8,1102,1,"Final","PW vs FW",-20.5809554551323
"681",681,"Base_Test1_216","Test1",2,21,"right","female","1","13","Word vs In FW","golabu.wav","bilabu.wav",NA,1,0.781961875630439,"Familiar",1,9,1278,1,"Initial","Word vs FW",-19.5809554551323
"682",682,"Base_Test1_216","Test1",2,21,"right","female","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.60739314711274,"Familiar",1,10,3215,1,"Medial","Word vs FW",-18.5809554551323
"683",683,"Base_Test1_216","Test1",2,21,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.34526988854491,"Familiar",5,11,1705,0,"Final","Word vs FW",-17.5809554551323
"684",684,"Base_Test1_216","Test1",2,21,"right","female","1","34","PW vs In FW","dakugo.wav","godaku.wav",2,2,0.781961875630439,"Familiar",1,12,1240,1,"Initial","PW vs FW",-16.5809554551323
"685",685,"Base_Test1_216","Test1",2,21,"right","female","1","7","Word vs PW","tupiro.wav","titupi.wav",1,3,NA,"Familiar",1,13,1204,1,NA,"Word vs PW",-15.5809554551323
"686",686,"Base_Test1_216","Test1",2,21,"right","female","1","6","Word vs PW","bidaku.wav","bubida.wav",1,2,NA,"Familiar",1,14,1547,1,NA,"Word vs PW",-14.5809554551323
"687",687,"Base_Test1_216","Test1",2,21,"right","female","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.60739314711274,"Familiar",1,15,1167,0,"Medial","Word vs FW",-13.5809554551323
"688",688,"Base_Test1_216","Test1",2,21,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,-0.257955755918198,"Familiar",1,16,1019,0,"Final","Word vs FW",-12.5809554551323
"689",689,"Base_Test1_216","Test1",2,21,"right","female","1","15","Word vs In FW","tupiro.wav","papiro.wav",NA,3,1.07074586855259,"Familiar",1,17,1246,1,"Initial","Word vs FW",-11.5809554551323
"690",690,"Base_Test1_216","Test1",2,21,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.34526988854491,"Familiar",1,18,1469,1,"Final","Word vs FW",-10.5809554551323
"691",691,"Base_Test1_216","Test1",2,21,"right","female","5","12","Word vs In FW","godoti.wav","padoti.wav",NA,4,-0.355968481618047,"Familiar",5,19,1158,1,"Initial","Word vs FW",-9.58095545513234
"692",692,"Base_Test1_216","Test1",2,21,"right","female","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,1.10108532403706,"Familiar",5,20,1100,1,"Medial","Word vs FW",-8.58095545513234
"693",693,"Base_Test1_216","Test1",2,21,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,1.35174727276499,"Familiar",1,21,1562,1,"Final","Word vs FW",-7.58095545513234
"694",694,"Base_Test1_216","Test1",2,21,"right","female","1","41","PW vs Med FW","labupa.wav","gopibu.wav",2,1,1.10108532403706,"Familiar",5,22,640,0,"Medial","PW vs FW",-6.58095545513234
"695",695,"Base_Test1_216","Test1",2,21,"right","female","5","1","Word vs PW","labubi.wav","golabu.wav",2,1,NA,"Familiar",1,23,1603,0,NA,"Word vs PW",-5.58095545513234
"696",696,"Base_Test1_216","Test1",2,21,"right","female","1","43","PW vs Med FW","pirogo.wav","tularo.wav",2,3,1.10108532403706,"Familiar",1,24,2499,1,"Medial","PW vs FW",-4.58095545513234
"697",697,"Base_Test1_216","Test1",2,21,"right","female","5","56","PW vs Fin FW","padoro.wav","ropado.wav",1,4,1.35174727276499,"Familiar",1,25,1561,0,"Final","PW vs FW",-3.58095545513234
"698",698,"Base_Test1_216","Test1",2,21,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,-0.257955755918198,"Familiar",1,26,1097,1,"Final","Word vs FW",-2.58095545513234
"699",699,"Base_Test1_216","Test1",2,21,"right","female","1","42","PW vs Med FW","dakutu.wav","bilaku.wav",2,2,-1.60739314711274,"Familiar",1,27,2088,1,"Medial","PW vs FW",-1.58095545513234
"700",700,"Base_Test1_216","Test1",2,21,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,1.35174727276499,"Familiar",5,28,1004,1,"Final","Word vs FW",-0.580955455132344
"701",701,"Base_Test1_216","Test1",2,21,"right","female","5","9","Word vs In FW","tulabu.wav","golabu.wav",NA,1,-0.275458580478951,"Familiar",5,29,2216,1,"Initial","Word vs FW",0.419044544867656
"702",702,"Base_Test1_216","Test1",2,21,"right","female","1","49","PW vs Fin FW","labupa.wav","golati.wav",2,1,0.296611514613159,"Familiar",5,30,1000,0,"Final","PW vs FW",1.41904454486766
"703",703,"Base_Test1_216","Test1",2,21,"right","female","5","17","Word vs Med FW","gopibu.wav","golabu.wav",NA,1,1.10108532403706,"Familiar",5,31,1833,1,"Medial","Word vs FW",2.41904454486766
"704",704,"Base_Test1_216","Test1",2,21,"right","female","5","2","Word vs PW","dakugo.wav","bidaku.wav",2,2,NA,"Familiar",1,32,1139,0,NA,"Word vs PW",3.41904454486766
"705",705,"Base_Test1_216","Test1",2,21,"right","female","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.291753243007115,"Familiar",5,33,1185,1,"Medial","Word vs FW",4.41904454486766
"706",706,"Base_Test1_216","Test1",2,21,"right","female","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.291753243007115,"Familiar",1,34,1035,1,"Medial","Word vs FW",5.41904454486766
"707",707,"Base_Test1_216","Test1",2,21,"right","female","5","3","Word vs PW","piropa.wav","tupiro.wav",2,3,NA,"Familiar",5,35,2029,1,NA,"Word vs PW",6.41904454486766
"708",708,"Base_Test1_216","Test1",2,21,"right","female","5","47","PW vs Med FW","tudoro.wav","butupi.wav",1,3,0.291753243007115,"Familiar",1,36,1103,0,"Medial","PW vs FW",7.41904454486766
"709",709,"Base_Test1_216","Test1",2,21,"right","female","5","11","Word vs In FW","gopiro.wav","tupiro.wav",NA,3,-0.275458580478951,"Familiar",1,37,1435,0,"Initial","Word vs FW",8.41904454486766
"710",710,"Base_Test1_216","Test1",2,21,"right","female","1","51","PW vs Fin FW","pirogo.wav","tupiti.wav",2,3,1.35174727276499,"Familiar",1,38,1288,1,"Final","PW vs FW",9.41904454486766
"711",711,"Base_Test1_216","Test1",2,21,"right","female","5","55","PW vs Fin FW","tupiku.wav","butupi.wav",1,3,-0.257955755918198,"Familiar",1,39,1313,0,"Final","PW vs FW",10.4190445448677
"712",712,"Base_Test1_216","Test1",2,21,"right","female","5","4","Word vs PW","dotitu.wav","padoti.wav",2,4,NA,"Familiar",5,40,1008,1,NA,"Word vs PW",11.4190445448677
"713",713,"Base_Test1_216","Test1",2,21,"right","female","5","53","PW vs Fin FW","golaku.wav","kugola.wav",1,1,-1.34526988854491,"Familiar",1,41,1088,0,"Final","PW vs FW",12.4190445448677
"714",714,"Base_Test1_216","Test1",2,21,"right","female","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,1.14212436080289,"Familiar",1,42,1041,1,"Medial","Word vs FW",13.4190445448677
"715",715,"Base_Test1_216","Test1",2,21,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.296611514613159,"Familiar",1,43,1077,0,"Final","Word vs FW",14.4190445448677
"716",716,"Base_Test1_216","Test1",2,21,"right","female","1","33","PW vs In FW","labubi.wav","tulabu.wav",2,1,-0.275458580478951,"Familiar",1,44,1380,1,"Initial","PW vs FW",15.4190445448677
