"","X","SubjectID","ExperimentName","Session","Age","Handedness","Sex","CRESP","List2","PairCode","Sound1","Sound2","PWType","WordType","zMFCC","Condition","RESP","Trial","RT","ACC","SyllPos","TrialType","c_Trial"
"429",9726,"Base_SNL_1213","SNL",1,18,"right","male","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,-0.00103410482854406,"Assimilable",1,27,1474,0,"Medial","Word vs FW",-1.58095545513234
"430",9727,"Base_SNL_1213","SNL",1,18,"right","male","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.52252388653165,"Assimilable",1,35,1066,1,"Medial","Word vs FW",6.41904454486766
"431",9728,"Base_SNL_1213","SNL",1,18,"right","male","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,2.10086601072187,"Assimilable",1,48,1635,1,"Medial","Word vs FW",19.4190445448677
"432",9729,"Base_SNL_1214","SNL",2,18,"left","female","1","24","Word vs Med FW","padoti.wav","padati.wav",NA,4,-0.92133218787024,"Assimilable",1,1,4078,1,"Medial","Word vs FW",-27.5809554551323
"433",9730,"Base_SNL_1214","SNL",2,18,"left","female","5","17","Word vs Med FW","gopibu.wav","golabu.wav",NA,1,-0.00103410482854406,"Assimilable",5,7,1579,1,"Medial","Word vs FW",-21.5809554551323
"434",9731,"Base_SNL_1214","SNL",2,18,"left","female","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.78743659067127,"Assimilable",1,9,2739,1,"Medial","Word vs FW",-19.5809554551323
"435",9732,"Base_SNL_1214","SNL",2,18,"left","female","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,-0.00103410482854406,"Assimilable",5,33,1467,1,"Medial","Word vs FW",4.41904454486766
"436",9733,"Base_SNL_1214","SNL",2,18,"left","female","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.52252388653165,"Assimilable",1,43,1113,0,"Medial","Word vs FW",14.4190445448677
"437",9734,"Base_SNL_1214","SNL",2,18,"left","female","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.78743659067127,"Assimilable",1,49,1204,0,"Medial","Word vs FW",20.4190445448677
"438",9735,"Base_SNL_1214","SNL",2,18,"left","female","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.52252388653165,"Assimilable",1,51,1439,1,"Medial","Word vs FW",22.4190445448677
"439",9736,"Base_SNL_1214","SNL",2,18,"left","female","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,2.10086601072187,"Assimilable",1,53,1008,1,"Medial","Word vs FW",24.4190445448677
"440",9737,"Base_SNL_1215","SNL",1,30,"right","male","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.78743659067127,"Assimilable",1,3,1863,1,"Medial","Word vs FW",-25.5809554551323
"441",9738,"Base_SNL_1215","SNL",1,30,"right","male","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.52252388653165,"Assimilable",1,14,1624,0,"Medial","Word vs FW",-14.5809554551323
"442",9739,"Base_SNL_1215","SNL",1,30,"right","male","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,2.10086601072187,"Assimilable",1,28,2094,1,"Medial","Word vs FW",-0.580955455132344
"443",9740,"Base_SNL_1215","SNL",1,30,"right","male","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.78743659067127,"Assimilable",1,42,1766,0,"Medial","Word vs FW",13.4190445448677
"444",9741,"Base_SNL_1215","SNL",1,30,"right","male","1","24","Word vs Med FW","padoti.wav","padati.wav",NA,4,-0.92133218787024,"Assimilable",1,44,2113,1,"Medial","Word vs FW",15.4190445448677
"445",9742,"Base_SNL_1215","SNL",1,30,"right","male","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,-0.00103410482854406,"Assimilable",1,45,2048,0,"Medial","Word vs FW",16.4190445448677
"446",9743,"Base_SNL_1215","SNL",1,30,"right","male","5","17","Word vs Med FW","gopibu.wav","golabu.wav",NA,1,-0.00103410482854406,"Assimilable",5,52,1825,1,"Medial","Word vs FW",23.4190445448677
"447",9744,"Base_SNL_1215","SNL",1,30,"right","male","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.52252388653165,"Assimilable",1,54,2888,1,"Medial","Word vs FW",25.4190445448677
"448",9745,"Base_SNL_1216","SNL",2,18,"right","female","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.52252388653165,"Assimilable",5,7,2157,1,"Medial","Word vs FW",-21.5809554551323
"449",9746,"Base_SNL_1216","SNL",2,18,"right","female","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,2.10086601072187,"Assimilable",1,16,1752,1,"Medial","Word vs FW",-12.5809554551323
"450",9747,"Base_SNL_1216","SNL",2,18,"right","female","1","24","Word vs Med FW","padoti.wav","padati.wav",NA,4,-0.92133218787024,"Assimilable",5,17,1635,0,"Medial","Word vs FW",-11.5809554551323
"451",9748,"Base_SNL_1216","SNL",2,18,"right","female","5","17","Word vs Med FW","gopibu.wav","golabu.wav",NA,1,-0.00103410482854406,"Assimilable",1,21,1943,0,"Medial","Word vs FW",-7.58095545513234
"452",9749,"Base_SNL_1216","SNL",2,18,"right","female","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.52252388653165,"Assimilable",1,22,1513,1,"Medial","Word vs FW",-6.58095545513234
"453",9750,"Base_SNL_1216","SNL",2,18,"right","female","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.78743659067127,"Assimilable",5,30,1519,1,"Medial","Word vs FW",1.41904454486766
"454",9751,"Base_SNL_1216","SNL",2,18,"right","female","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,-0.00103410482854406,"Assimilable",1,47,1954,0,"Medial","Word vs FW",18.4190445448677
"455",9752,"Base_SNL_1216","SNL",2,18,"right","female","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.78743659067127,"Assimilable",1,55,1695,1,"Medial","Word vs FW",26.4190445448677
"456",9753,"Base_SNL_1217","SNL",1,18,"right","female","5","17","Word vs Med FW","gopibu.wav","golabu.wav",NA,1,-0.00103410482854406,"Assimilable",5,4,1071,1,"Medial","Word vs FW",-24.5809554551323
"457",9754,"Base_SNL_1217","SNL",1,18,"right","female","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.52252388653165,"Assimilable",1,6,1876,1,"Medial","Word vs FW",-22.5809554551323
"458",9755,"Base_SNL_1217","SNL",1,18,"right","female","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,2.10086601072187,"Assimilable",1,13,882,1,"Medial","Word vs FW",-15.5809554551323
"459",9756,"Base_SNL_1217","SNL",1,18,"right","female","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,-0.00103410482854406,"Assimilable",5,23,1101,1,"Medial","Word vs FW",-5.58095545513234
"460",9757,"Base_SNL_1217","SNL",1,18,"right","female","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.78743659067127,"Assimilable",1,29,1869,0,"Medial","Word vs FW",0.419044544867656
"461",9758,"Base_SNL_1217","SNL",1,18,"right","female","1","24","Word vs Med FW","padoti.wav","padati.wav",NA,4,-0.92133218787024,"Assimilable",1,47,966,1,"Medial","Word vs FW",18.4190445448677
"462",9759,"Base_SNL_1217","SNL",1,18,"right","female","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.78743659067127,"Assimilable",1,48,1436,1,"Medial","Word vs FW",19.4190445448677
"463",9760,"Base_SNL_1217","SNL",1,18,"right","female","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.52252388653165,"Assimilable",5,52,1078,1,"Medial","Word vs FW",23.4190445448677
"464",9761,"Base_SNL_1218","SNL",2,19,"right","female","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.78743659067127,"Assimilable",5,3,1266,1,"Medial","Word vs FW",-25.5809554551323
"465",9762,"Base_SNL_1218","SNL",2,19,"right","female","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,-0.00103410482854406,"Assimilable",5,4,1307,1,"Medial","Word vs FW",-24.5809554551323
"466",9763,"Base_SNL_1218","SNL",2,19,"right","female","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,2.10086601072187,"Assimilable",1,11,1520,1,"Medial","Word vs FW",-17.5809554551323
"467",9764,"Base_SNL_1218","SNL",2,19,"right","female","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.78743659067127,"Assimilable",1,15,1207,1,"Medial","Word vs FW",-13.5809554551323
"468",9765,"Base_SNL_1218","SNL",2,19,"right","female","1","24","Word vs Med FW","padoti.wav","padati.wav",NA,4,-0.92133218787024,"Assimilable",5,18,1319,0,"Medial","Word vs FW",-10.5809554551323
"469",9766,"Base_SNL_1218","SNL",2,19,"right","female","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.52252388653165,"Assimilable",1,22,1118,1,"Medial","Word vs FW",-6.58095545513234
"470",9767,"Base_SNL_1218","SNL",2,19,"right","female","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.52252388653165,"Assimilable",1,47,1580,0,"Medial","Word vs FW",18.4190445448677
"471",9768,"Base_SNL_1218","SNL",2,19,"right","female","5","17","Word vs Med FW","gopibu.wav","golabu.wav",NA,1,-0.00103410482854406,"Assimilable",5,54,1164,1,"Medial","Word vs FW",25.4190445448677
"472",9769,"Base_SNL_1219","SNL",1,20,"right","female","1","24","Word vs Med FW","padoti.wav","padati.wav",NA,4,-0.92133218787024,"Assimilable",1,12,1170,1,"Medial","Word vs FW",-16.5809554551323
"473",9770,"Base_SNL_1219","SNL",1,20,"right","female","5","17","Word vs Med FW","gopibu.wav","golabu.wav",NA,1,-0.00103410482854406,"Assimilable",5,16,1396,1,"Medial","Word vs FW",-12.5809554551323
"474",9771,"Base_SNL_1219","SNL",1,20,"right","female","5","20","Word vs Med FW","papiti.wav","padoti.wav",NA,4,0.78743659067127,"Assimilable",5,19,968,1,"Medial","Word vs FW",-9.58095545513234
"475",9772,"Base_SNL_1219","SNL",1,20,"right","female","1","22","Word vs Med FW","bidaku.wav","bipiku.wav",NA,2,2.10086601072187,"Assimilable",1,21,1040,1,"Medial","Word vs FW",-7.58095545513234
"476",9773,"Base_SNL_1219","SNL",1,20,"right","female","5","18","Word vs Med FW","bilaku.wav","bidaku.wav",NA,2,-1.52252388653165,"Assimilable",1,29,1199,0,"Medial","Word vs FW",0.419044544867656
"477",9774,"Base_SNL_1219","SNL",1,20,"right","female","1","23","Word vs Med FW","tupiro.wav","tudoro.wav",NA,3,0.78743659067127,"Assimilable",1,47,2345,1,"Medial","Word vs FW",18.4190445448677
"478",9775,"Base_SNL_1219","SNL",1,20,"right","female","1","21","Word vs Med FW","golabu.wav","godabu.wav",NA,1,-1.52252388653165,"Assimilable",1,48,1859,1,"Medial","Word vs FW",19.4190445448677
"479",9776,"Base_SNL_1219","SNL",1,20,"right","female","5","19","Word vs Med FW","tularo.wav","tupiro.wav",NA,3,-0.00103410482854406,"Assimilable",1,50,3915,0,"Medial","Word vs FW",21.4190445448677
"480",9777,"Base_SNL_1101","SNL",1,25,"left","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",5,12,1322,0,"Final","Word vs FW",-16.5809554551323
"481",9778,"Base_SNL_1101","SNL",1,25,"left","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",5,19,1121,1,"Final","Word vs FW",-9.58095545513234
"482",9779,"Base_SNL_1101","SNL",1,25,"left","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",1,29,1597,0,"Final","Word vs FW",0.419044544867656
"483",9780,"Base_SNL_1101","SNL",1,25,"left","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",1,38,2611,0,"Final","Word vs FW",9.41904454486766
"484",9781,"Base_SNL_1101","SNL",1,25,"left","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",1,39,1259,1,"Final","Word vs FW",10.4190445448677
"485",9782,"Base_SNL_1101","SNL",1,25,"left","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.20131652960009,"Assimilable",5,41,2156,0,"Final","Word vs FW",12.4190445448677
"486",9783,"Base_SNL_1101","SNL",1,25,"left","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",5,45,1113,1,"Final","Word vs FW",16.4190445448677
"487",9784,"Base_SNL_1101","SNL",1,25,"left","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",1,53,1986,1,"Final","Word vs FW",24.4190445448677
"488",9785,"Base_SNL_1102","SNL",2,22,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",1,3,1155,0,"Final","Word vs FW",-25.5809554551323
"489",9786,"Base_SNL_1102","SNL",2,22,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",1,5,1320,1,"Final","Word vs FW",-23.5809554551323
"490",9787,"Base_SNL_1102","SNL",2,22,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",1,11,1179,0,"Final","Word vs FW",-17.5809554551323
"491",9788,"Base_SNL_1102","SNL",2,22,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",1,34,987,1,"Final","Word vs FW",5.41904454486766
"492",9789,"Base_SNL_1102","SNL",2,22,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",1,49,1084,0,"Final","Word vs FW",20.4190445448677
"493",9790,"Base_SNL_1102","SNL",2,22,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",5,54,1420,0,"Final","Word vs FW",25.4190445448677
"494",9791,"Base_SNL_1102","SNL",2,22,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.20131652960009,"Assimilable",1,55,1049,1,"Final","Word vs FW",26.4190445448677
"495",9792,"Base_SNL_1102","SNL",2,22,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",5,56,1065,1,"Final","Word vs FW",27.4190445448677
"496",9793,"Base_SNL_1201","SNL",1,18,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",5,8,2100,1,"Final","Word vs FW",-20.5809554551323
"497",9794,"Base_SNL_1201","SNL",1,18,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",5,9,1715,0,"Final","Word vs FW",-19.5809554551323
"498",9795,"Base_SNL_1201","SNL",1,18,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",1,16,2082,0,"Final","Word vs FW",-12.5809554551323
"499",9796,"Base_SNL_1201","SNL",1,18,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",5,17,2828,0,"Final","Word vs FW",-11.5809554551323
"500",9798,"Base_SNL_1201","SNL",1,18,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",5,27,1649,1,"Final","Word vs FW",-1.58095545513234
"501",9799,"Base_SNL_1201","SNL",1,18,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",1,33,1710,1,"Final","Word vs FW",4.41904454486766
"502",9800,"Base_SNL_1201","SNL",1,18,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",1,42,1761,0,"Final","Word vs FW",13.4190445448677
"503",9801,"Base_SNL_1202","SNL",2,22,"right","male","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",5,5,2703,1,"Final","Word vs FW",-23.5809554551323
"504",9802,"Base_SNL_1202","SNL",2,22,"right","male","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",1,7,1063,1,"Final","Word vs FW",-21.5809554551323
"505",9803,"Base_SNL_1202","SNL",2,22,"right","male","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",1,10,1166,0,"Final","Word vs FW",-18.5809554551323
"506",9804,"Base_SNL_1202","SNL",2,22,"right","male","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",5,26,1768,1,"Final","Word vs FW",-2.58095545513234
"507",9805,"Base_SNL_1202","SNL",2,22,"right","male","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",1,27,3275,1,"Final","Word vs FW",-1.58095545513234
"508",9806,"Base_SNL_1202","SNL",2,22,"right","male","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",1,37,1672,1,"Final","Word vs FW",8.41904454486766
"509",9807,"Base_SNL_1202","SNL",2,22,"right","male","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.20131652960009,"Assimilable",1,39,1066,1,"Final","Word vs FW",10.4190445448677
"510",9808,"Base_SNL_1202","SNL",2,22,"right","male","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",1,42,1836,0,"Final","Word vs FW",13.4190445448677
"511",9809,"Base_SNL_1203","SNL",1,20,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",5,13,984,1,"Final","Word vs FW",-15.5809554551323
"512",9810,"Base_SNL_1203","SNL",1,20,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",1,17,1116,1,"Final","Word vs FW",-11.5809554551323
"513",9811,"Base_SNL_1203","SNL",1,20,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",1,23,1439,0,"Final","Word vs FW",-5.58095545513234
"514",9812,"Base_SNL_1203","SNL",1,20,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",5,27,1063,1,"Final","Word vs FW",-1.58095545513234
"515",9813,"Base_SNL_1203","SNL",1,20,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",5,31,1260,0,"Final","Word vs FW",2.41904454486766
"516",9814,"Base_SNL_1203","SNL",1,20,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",5,33,1005,1,"Final","Word vs FW",4.41904454486766
"517",9815,"Base_SNL_1203","SNL",1,20,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.20131652960009,"Assimilable",1,36,868,1,"Final","Word vs FW",7.41904454486766
"518",9816,"Base_SNL_1203","SNL",1,20,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",5,43,949,0,"Final","Word vs FW",14.4190445448677
"519",9817,"Base_SNL_1204","SNL",2,21,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",1,6,1105,0,"Final","Word vs FW",-22.5809554551323
"520",9818,"Base_SNL_1204","SNL",2,21,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",5,7,1207,0,"Final","Word vs FW",-21.5809554551323
"521",9819,"Base_SNL_1204","SNL",2,21,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",1,26,1526,0,"Final","Word vs FW",-2.58095545513234
"522",9820,"Base_SNL_1204","SNL",2,21,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",1,30,1152,1,"Final","Word vs FW",1.41904454486766
"523",9821,"Base_SNL_1204","SNL",2,21,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",5,33,1115,1,"Final","Word vs FW",4.41904454486766
"524",9822,"Base_SNL_1204","SNL",2,21,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.20131652960009,"Assimilable",1,50,1155,1,"Final","Word vs FW",21.4190445448677
"525",9823,"Base_SNL_1204","SNL",2,21,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",1,52,1013,1,"Final","Word vs FW",23.4190445448677
"526",9824,"Base_SNL_1204","SNL",2,21,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",1,56,1344,0,"Final","Word vs FW",27.4190445448677
"527",9825,"Base_SNL_1205","SNL",1,18,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",5,3,3264,0,"Final","Word vs FW",-25.5809554551323
"528",9826,"Base_SNL_1205","SNL",1,18,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.20131652960009,"Assimilable",1,12,2562,1,"Final","Word vs FW",-16.5809554551323
"529",9827,"Base_SNL_1205","SNL",1,18,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",1,25,1433,1,"Final","Word vs FW",-3.58095545513234
"530",9828,"Base_SNL_1205","SNL",1,18,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",1,27,1344,0,"Final","Word vs FW",-1.58095545513234
"531",9829,"Base_SNL_1205","SNL",1,18,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",1,32,2144,0,"Final","Word vs FW",3.41904454486766
"532",9830,"Base_SNL_1205","SNL",1,18,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",1,36,1489,0,"Final","Word vs FW",7.41904454486766
"533",9831,"Base_SNL_1205","SNL",1,18,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",1,48,1470,1,"Final","Word vs FW",19.4190445448677
"534",9832,"Base_SNL_1205","SNL",1,18,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",1,54,1315,0,"Final","Word vs FW",25.4190445448677
"535",9833,"Base_SNL_1206","SNL",2,24,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",5,10,1345,1,"Final","Word vs FW",-18.5809554551323
"536",9834,"Base_SNL_1206","SNL",2,24,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",1,11,1980,1,"Final","Word vs FW",-17.5809554551323
"537",9835,"Base_SNL_1206","SNL",2,24,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",5,22,1225,1,"Final","Word vs FW",-6.58095545513234
"538",9836,"Base_SNL_1206","SNL",2,24,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",1,23,2068,0,"Final","Word vs FW",-5.58095545513234
"539",9837,"Base_SNL_1206","SNL",2,24,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.20131652960009,"Assimilable",1,38,1348,1,"Final","Word vs FW",9.41904454486766
"540",9838,"Base_SNL_1206","SNL",2,24,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",5,40,1783,0,"Final","Word vs FW",11.4190445448677
"541",9839,"Base_SNL_1206","SNL",2,24,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",5,49,2088,0,"Final","Word vs FW",20.4190445448677
"542",9840,"Base_SNL_1206","SNL",2,24,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",5,50,1948,1,"Final","Word vs FW",21.4190445448677
"543",9841,"Base_SNL_1207","SNL",1,21,"right","female","1","30","Word vs Fin FW","bidaku.wav","bidabu.wav",NA,2,-1.20131652960009,"Assimilable",1,5,2201,1,"Final","Word vs FW",-23.5809554551323
"544",9842,"Base_SNL_1207","SNL",1,21,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",1,7,1522,1,"Final","Word vs FW",-21.5809554551323
"545",9843,"Base_SNL_1207","SNL",1,21,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",5,20,1465,0,"Final","Word vs FW",-8.58095545513234
"546",9844,"Base_SNL_1207","SNL",1,21,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",5,31,3103,0,"Final","Word vs FW",2.41904454486766
"547",9845,"Base_SNL_1207","SNL",1,21,"right","female","5","28","Word vs Fin FW","padobu.wav","padoti.wav",NA,4,0.293597133776343,"Assimilable",5,35,1292,1,"Final","Word vs FW",6.41904454486766
"548",9846,"Base_SNL_1207","SNL",1,21,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",5,43,1674,1,"Final","Word vs FW",14.4190445448677
"549",9847,"Base_SNL_1207","SNL",1,21,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",5,48,3261,1,"Final","Word vs FW",19.4190445448677
"550",9848,"Base_SNL_1207","SNL",1,21,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",1,53,1268,0,"Final","Word vs FW",24.4190445448677
"551",9849,"Base_SNL_1208","SNL",2,19,"right","female","5","25","Word vs Fin FW","golati.wav","golabu.wav",NA,1,0.293597133776343,"Assimilable",5,6,1281,1,"Final","Word vs FW",-22.5809554551323
"552",9850,"Base_SNL_1208","SNL",2,19,"right","female","1","31","Word vs Fin FW","tupiro.wav","tupiku.wav",NA,3,0.0899786178315611,"Assimilable",5,11,1516,0,"Final","Word vs FW",-17.5809554551323
"553",9851,"Base_SNL_1208","SNL",2,19,"right","female","1","29","Word vs Fin FW","golabu.wav","golaku.wav",NA,1,-1.20131652960009,"Assimilable",5,17,1770,0,"Final","Word vs FW",-11.5809554551323
"554",9852,"Base_SNL_1208","SNL",2,19,"right","female","5","27","Word vs Fin FW","tupiti.wav","tupiro.wav",NA,3,0.24046990939846,"Assimilable",5,27,1275,1,"Final","Word vs FW",-1.58095545513234
"555",9853,"Base_SNL_1208","SNL",2,19,"right","female","1","32","Word vs Fin FW","padoti.wav","padoro.wav",NA,4,0.24046990939846,"Assimilable",5,49,1455,0,"Final","Word vs FW",20.4190445448677
"556",9854,"Base_SNL_1208","SNL",2,19,"right","female","5","26","Word vs Fin FW","bidaro.wav","bidaku.wav",NA,2,0.0899786178315611,"Assimilable",5,52,1802,1,"Final","Word vs FW",23.4190445448677
